"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
"1";"1";"Электронное";"232000";"76 74 72";"10000";"Участвует в конкурсе";"1493979";"—"
"2";"1";"Электронное";"213000";"71 78 61";"3000";"Участвует в конкурсе";"1787147";"—"
"3";"1";"Электронное";"208000";"64 72 72";"—";"Участвует в конкурсе";"1270891";"—"
"4";"1";"Электронное";"197000";"56 64 67";"10000";"Участвует в конкурсе";"958502";"—"
