"Порядковый номер";"Приоритет конкурса";"Наличие договора";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
"1";"5";"—";"163";"45891 100 63 Нет 1";"—";"Участвуете в конкурсе";"1069273";"—"
"2";"3";"—";"116";"57817 64 52 Нет 1";"—";"Участвуете в конкурсе";"2164917";"—"
"3";"4";"—";"106";"61207 46 60 Нет 1";"—";"Участвуете в конкурсе";"2298070";"—"
"4";"7";"—";"76";"61018 27 49 Нет 2";"—";"Участвуете в конкурсе";"1556065";"—"
"5";"1";"—";"—";"59054 Нет";"—";"Участвуете в конкурсе";"1499648";"—"
"6";"2";"—";"—";"57806 Нет";"—";"Участвуете в конкурсе";"969274";"—"
