"Порядковый номер";"Приоритет конкурса";"Наличие договора";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
"1";"4";"+";"270";"265";"88";"Участвует в конкурсе";"2219864";"—"
"2";"3";"—";"235";"230";"83";"Участвует в конкурсе";"2266499";"—"
"3";"1";"+";"225";"225";"74";"Участвует в конкурсе";"1514642";"—"
"4";"4";"+";"222";"222";"74";"Участвует в конкурсе";"1986842";"—"
"5";"1";"—";"211";"211";"64";"Участвует в конкурсе";"1567352";"—"
