"Порядковый номер";"Приоритет конкурса";"Наличие договора";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
"1";"4";"—";"163";"45891 100 63 Нет 1";"—";"Участвуете в конкурсе";"1069273";"—"
"2";"2";"—";"106";"61207 46 60 Нет 1";"—";"Участвуете в конкурсе";"2298070";"—"
"3";"6";"—";"—";"59054 Нет";"—";"Участвуете в конкурсе";"1499648";"—"
